final
X	Y
2.2875 0.00147190916591
2.3025 0.00157221674091
2.3175 0.00167841990734
2.3325 0.00179078705258
2.3475 0.00190959269995
2.3625 0.00203511719497
2.3775 0.0021676463567
2.3925 0.00230747109413
2.4075 0.00245488698844
2.4225 0.00261019384177
2.4375 0.00277369519373
2.4525 0.00294569780694
2.4675 0.00312651112343
2.4825 0.00331644669379
2.4975 0.00351581758131
2.5125 0.00372493774378
2.5275 0.00394412139548
2.5425 0.00417368235262
2.5575 0.00441393336522
2.5725 0.00466518543892
2.5875 0.00492774715013
2.6025 0.00520192395837
2.6175 0.00548801751919
2.6325 0.00578632500174
2.6475 0.00609713841452
2.6625 0.00642074394315
2.6775 0.00675742130377
2.6925 0.00710744311569
2.7075 0.00747107429654
2.7225 0.00784857148338
2.7375 0.00824018248255
2.7525 0.00864614575133
2.7675 0.00906668991364
2.7825 0.00950203331232
2.7975 0.00995238359976
2.8125 0.0104179373686
2.8275 0.0108988798238
2.8425 0.0113953844973
2.8575 0.0119076130054
2.8725 0.0124357148498
2.8875 0.0129798272623
2.9025 0.0135400750922
2.9175 0.0141165707366
2.9325 0.0147094141131
2.9475 0.0153186926718
2.9625 0.0159444814481
2.9775 0.0165868431527
2.9925 0.0172458282972
3.0075 0.0179214753553
3.0225 0.0186138109545
3.0375 0.0193228500989
3.0525 0.0200485964192
3.0675 0.0207910424485
3.0825 0.0215501699205
3.0975 0.0223259500892
3.1125 0.0231183440663
3.1275 0.0239273031745
3.1425 0.0247527693149
3.1575 0.0255946753452
3.1725 0.0264529454674
3.1875 0.0273274956221
3.2025 0.0282182338884
3.2175 0.0291250608863
3.2325 0.0300478701806
3.2475 0.0309865486845
3.2625 0.0319409770608
3.2775 0.0329110301199
3.2925 0.033896577213
3.3075 0.0348974826189
3.3225 0.0359136059239
3.3375 0.0369448023938
3.3525 0.0379909233364
3.3675 0.0390518164548
3.3825 0.0401273261894
3.3975 0.0412172940504
3.4125 0.0423215589374
3.4275 0.0434399574482
3.4425 0.0445723241754
3.4575 0.0457184919907
3.4725 0.0468782923166
3.4875 0.0480515553865
3.5025 0.0492381104916
3.5175 0.050437786216
3.5325 0.0516504106594
3.5475 0.052875811648
3.5625 0.0541138169333
3.5775 0.0553642543795
3.5925 0.0566269521396
3.6075 0.0579017388206
3.6225 0.0591884436372
3.6375 0.0604868965566
3.6525 0.0617969284318
3.6675 0.063118371126
3.6825 0.0644510576274
3.6975 0.0657948221554
3.7125 0.0671495002581
3.7275 0.0685149289009
3.7425 0.0698909465485
3.7575 0.0712773932385
3.7725 0.0726741106482
3.7875 0.0740809421548
3.8025 0.0754977328891
3.8175 0.076924329783
3.8325 0.0783605816116
3.8475 0.0798063390294
3.8625 0.0812614546023
3.8775 0.0827257828339
3.8925 0.0841991801878
3.9075 0.0856815051058
3.9225 0.0871726180219
3.9375 0.0886723813726
3.9525 0.0901806596043
3.9675 0.0916973191769
3.9825 0.0932222285649
3.9975 0.0947552582554
4.0125 0.0962962807439
4.0275 0.0978451705277
4.0425 0.0994018040969
4.0575 0.100966059924
4.0725 0.10253781845
4.0875 0.104116962073
4.1025 0.10570337513
4.1175 0.10729694388
4.1325 0.108897556486
4.1475 0.110505102997
4.1625 0.112119475326
4.1775 0.113740567228
4.1925 0.115368274279
4.2075 0.117002493856
4.2225 0.118643125108
4.2375 0.120290068935
4.2525 0.121943227965
4.2675 0.123602506528
4.2825 0.125267810629
4.2975 0.126939047926
4.3125 0.128616127704
4.3275 0.130298960847
4.3425 0.131987459814
4.3575 0.133681538616
4.3725 0.135381112784
4.3875 0.13708609935
4.4025 0.138796416816
4.4175 0.140511985133
4.4325 0.142232725671
4.4475 0.1439585612
4.4625 0.145689415859
4.4775 0.147425215135
4.4925 0.149165885834
4.5075 0.150911356064
4.5225 0.152661555205
4.5375 0.154416413887
4.5525 0.156175863965
4.5675 0.1579398385
4.5825 0.159708271733
4.5975 0.16148109906
4.6125 0.163258257016
4.6275 0.165039683249
4.6425 0.166825316496
4.6575 0.16861509657
4.6725 0.170408964329
4.6875 0.172206861664
4.7025 0.174008731474
4.7175 0.175814517644
4.7325 0.177624165035
4.7475 0.179437619453
4.7625 0.181254827637
4.7775 0.183075737241
4.7925 0.184900296812
4.8075 0.186728455775
4.8225 0.188560164413
4.8375 0.190395373853
4.8525 0.192234036047
4.8675 0.194076103757
4.8825 0.195921530535
4.8975 0.197770270712
4.9125 0.19962227938
4.9275 0.201477512377
4.9425 0.203335926273
4.9575 0.205197478352
4.9725 0.207062126602
4.9875 0.208929829699
5.0025 0.210800546993
5.0175 0.212674238493
5.0325 0.214550864859
5.0475 0.216430387382
5.0625 0.218312767977
5.0775 0.220197969167
5.0925 0.222085954075
5.1075 0.223976686406
5.1225 0.225870130441
5.1375 0.227766251022
5.1525 0.229665013544
5.1675 0.231566383939
5.1825 0.233470328671
5.1975 0.235376814724
5.2125 0.237285809587
5.2275 0.239197281252
5.2425 0.241111198196
5.2575 0.243027529378
5.2725 0.244946244226
5.2875 0.246867312628
5.3025 0.248790704925
5.3175 0.250716391899
5.3325 0.252644344767
5.3475 0.254574535172
5.3625 0.256506935174
5.3775 0.258441517242
5.3925 0.260378254246
5.4075 0.262317119451
5.4225 0.264258086507
5.4375 0.266201129441
5.4525 0.268146222654
